area_type,region_level,region_name,sido,sigungu,sub_area,start_date,end_date,status,notice_no,notice_date,effective_date,source_name,source_url,confidence,note
조정대상지역,시군구,경기도 의왕시,경기도,의왕시,,2022-11-14,,RELEASED,국토교통부공고 제2022-1436호,2022-11-10,2022-11-14,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-11-14 지정 해제 공고 기준
조정대상지역,시군구,경기도 구리시,경기도,구리시,,2020-06-19,2022-11-13,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,경기도 구리시,경기도,구리시,,2022-11-14,,RELEASED,국토교통부공고 제2022-1436호,2022-11-10,2022-11-14,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-11-14 지정 해제 공고 기준
조정대상지역,시군구,경기도 군포시,경기도,군포시,,2020-06-19,2022-11-13,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,경기도 군포시,경기도,군포시,,2022-11-14,,RELEASED,국토교통부공고 제2022-1436호,2022-11-10,2022-11-14,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-11-14 지정 해제 공고 기준
조정대상지역,시군구,경기도 부천시,경기도,부천시,,2020-06-19,2022-11-13,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,경기도 부천시,경기도,부천시,,2022-11-14,,RELEASED,국토교통부공고 제2022-1436호,2022-11-10,2022-11-14,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-11-14 지정 해제 공고 기준
조정대상지역,시군구,경기도 안산시,경기도,안산시,,2020-06-19,2022-11-13,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,경기도 안산시,경기도,안산시,,2022-11-14,,RELEASED,국토교통부공고 제2022-1436호,2022-11-10,2022-11-14,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-11-14 지정 해제 공고 기준
조정대상지역,시군구,경기도 시흥시,경기도,시흥시,,2020-06-19,2022-11-13,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,경기도 시흥시,경기도,시흥시,,2022-11-14,,RELEASED,국토교통부공고 제2022-1436호,2022-11-10,2022-11-14,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-11-14 지정 해제 공고 기준
조정대상지역,시군구,경기도 김포시,경기도,김포시,,2020-06-19,2022-11-13,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,경기도 김포시,경기도,김포시,,2022-11-14,,RELEASED,국토교통부공고 제2022-1436호,2022-11-10,2022-11-14,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-11-14 지정 해제 공고 기준
조정대상지역,시군구,경기도 파주시,경기도,파주시,,2020-06-19,2022-11-13,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,경기도 파주시,경기도,파주시,,2022-11-14,,RELEASED,국토교통부공고 제2022-1436호,2022-11-10,2022-11-14,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-11-14 지정 해제 공고 기준
조정대상지역,시군구,경기도 동두천시,경기도,동두천시,,2020-06-19,2022-11-13,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,경기도 동두천시,경기도,동두천시,,2022-11-14,,RELEASED,국토교통부공고 제2022-1436호,2022-11-10,2022-11-14,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-11-14 지정 해제 공고 기준
조정대상지역,시군구,경기도 양주시,경기도,양주시,,2020-06-19,2022-11-13,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,경기도 양주시,경기도,양주시,,2022-11-14,,RELEASED,국토교통부공고 제2022-1436호,2022-11-10,2022-11-14,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-11-14 지정 해제 공고 기준
조정대상지역,시군구,경기도 오산시,경기도,오산시,,2020-06-19,2022-11-13,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,경기도 오산시,경기도,오산시,,2022-11-14,,RELEASED,국토교통부공고 제2022-1436호,2022-11-10,2022-11-14,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-11-14 지정 해제 공고 기준
조정대상지역,시군구,경기도 평택시,경기도,평택시,,2020-06-19,2022-11-13,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,경기도 평택시,경기도,평택시,,2022-11-14,,RELEASED,국토교통부공고 제2022-1436호,2022-11-10,2022-11-14,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-11-14 지정 해제 공고 기준
조정대상지역,시군구,인천광역시 남동구,인천광역시,남동구,,2020-06-19,2022-11-13,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,인천광역시 남동구,인천광역시,남동구,,2022-11-14,,RELEASED,국토교통부공고 제2022-1436호,2022-11-10,2022-11-14,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-11-14 지정 해제 공고 기준
조정대상지역,시군구,인천광역시 서구,인천광역시,서구,,2020-06-19,2022-11-13,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,인천광역시 서구,인천광역시,서구,,2022-11-14,,RELEASED,국토교통부공고 제2022-1436호,2022-11-10,2022-11-14,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-11-14 지정 해제 공고 기준
조정대상지역,시군구,인천광역시 부평구,인천광역시,부평구,,2020-06-19,2022-11-13,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,인천광역시 부평구,인천광역시,부평구,,2022-11-14,,RELEASED,국토교통부공고 제2022-1436호,2022-11-10,2022-11-14,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-11-14 지정 해제 공고 기준
조정대상지역,시군구,인천광역시 계양구,인천광역시,계양구,,2020-06-19,2022-11-13,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,인천광역시 계양구,인천광역시,계양구,,2022-11-14,,RELEASED,국토교통부공고 제2022-1436호,2022-11-10,2022-11-14,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-11-14 지정 해제 공고 기준
조정대상지역,시군구,인천광역시 미추홀구,인천광역시,미추홀구,,2020-06-19,2022-11-13,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,인천광역시 미추홀구,인천광역시,미추홀구,,2022-11-14,,RELEASED,국토교통부공고 제2022-1436호,2022-11-10,2022-11-14,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-11-14 지정 해제 공고 기준
조정대상지역,시군구,인천광역시 중구,인천광역시,중구,,2020-06-19,2022-11-13,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,인천광역시 중구,인천광역시,중구,,2022-11-14,,RELEASED,국토교통부공고 제2022-1436호,2022-11-10,2022-11-14,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-11-14 지정 해제 공고 기준
조정대상지역,시군구,인천광역시 동구,인천광역시,동구,,2020-06-19,2022-11-13,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,인천광역시 동구,인천광역시,동구,,2022-11-14,,RELEASED,국토교통부공고 제2022-1436호,2022-11-10,2022-11-14,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-11-14 지정 해제 공고 기준
조정대상지역,세부지역,경기도 화성시 동탄2신도시,경기도,화성시,동탄2신도시,2016-11-03,2022-11-13,PARTIAL,,2016-11-03,2016-11-03,MOLIT,,B_PARTIAL,화성시 전체가 아니라 일부 지역만 해당
조정대상지역,세부지역,경기도 화성시 동탄2신도시,경기도,화성시,동탄2신도시,2022-11-14,,RELEASED,국토교통부공고 제2022-1436호,2022-11-10,2022-11-14,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-11-14 지정 해제 공고 기준
조정대상지역,시군구,부산광역시 해운대구,부산광역시,해운대구,,2020-06-19,2022-09-25,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,부산광역시 해운대구,부산광역시,해운대구,,2022-09-26,,RELEASED,국토교통부공고 제2022-1216호,2022-09-21,2022-09-26,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-09-26 지정 해제 공고 기준
조정대상지역,시군구,부산광역시 수영구,부산광역시,수영구,,2020-06-19,2022-09-25,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,부산광역시 수영구,부산광역시,수영구,,2022-09-26,,RELEASED,국토교통부공고 제2022-1216호,2022-09-21,2022-09-26,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-09-26 지정 해제 공고 기준
조정대상지역,시군구,부산광역시 동래구,부산광역시,동래구,,2020-06-19,2022-09-25,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,부산광역시 동래구,부산광역시,동래구,,2022-09-26,,RELEASED,국토교통부공고 제2022-1216호,2022-09-21,2022-09-26,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-09-26 지정 해제 공고 기준
조정대상지역,시군구,부산광역시 남구,부산광역시,남구,,2020-06-19,2022-09-25,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,부산광역시 남구,부산광역시,남구,,2022-09-26,,RELEASED,국토교통부공고 제2022-1216호,2022-09-21,2022-09-26,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-09-26 지정 해제 공고 기준
조정대상지역,시군구,부산광역시 연제구,부산광역시,연제구,,2020-06-19,2022-09-25,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,부산광역시 연제구,부산광역시,연제구,,2022-09-26,,RELEASED,국토교통부공고 제2022-1216호,2022-09-21,2022-09-26,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-09-26 지정 해제 공고 기준
조정대상지역,시군구,대구광역시 수성구,대구광역시,수성구,,2020-06-19,2022-09-25,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,대구광역시 수성구,대구광역시,수성구,,2022-09-26,,RELEASED,국토교통부공고 제2022-1216호,2022-09-21,2022-09-26,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-09-26 지정 해제 공고 기준
조정대상지역,시군구,대전광역시 유성구,대전광역시,유성구,,2020-06-19,2022-09-25,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,대전광역시 유성구,대전광역시,유성구,,2022-09-26,,RELEASED,국토교통부공고 제2022-1216호,2022-09-21,2022-09-26,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-09-26 지정 해제 공고 기준
조정대상지역,시군구,대전광역시 서구,대전광역시,서구,,2020-06-19,2022-09-25,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,대전광역시 서구,대전광역시,서구,,2022-09-26,,RELEASED,국토교통부공고 제2022-1216호,2022-09-21,2022-09-26,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-09-26 지정 해제 공고 기준
조정대상지역,시군구,대전광역시 중구,대전광역시,중구,,2020-06-19,2022-09-25,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,대전광역시 중구,대전광역시,중구,,2022-09-26,,RELEASED,국토교통부공고 제2022-1216호,2022-09-21,2022-09-26,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-09-26 지정 해제 공고 기준
조정대상지역,시군구,대전광역시 동구,대전광역시,동구,,2020-06-19,2022-09-25,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,대전광역시 동구,대전광역시,동구,,2022-09-26,,RELEASED,국토교통부공고 제2022-1216호,2022-09-21,2022-09-26,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-09-26 지정 해제 공고 기준
조정대상지역,시군구,대전광역시 대덕구,대전광역시,대덕구,,2020-06-19,2022-09-25,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,대전광역시 대덕구,대전광역시,대덕구,,2022-09-26,,RELEASED,국토교통부공고 제2022-1216호,2022-09-21,2022-09-26,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-09-26 지정 해제 공고 기준
조정대상지역,시군구,광주광역시 남구,광주광역시,남구,,2020-06-19,2022-09-25,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,광주광역시 남구,광주광역시,남구,,2022-09-26,,RELEASED,국토교통부공고 제2022-1216호,2022-09-21,2022-09-26,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-09-26 지정 해제 공고 기준
조정대상지역,시군구,광주광역시 서구,광주광역시,서구,,2020-06-19,2022-09-25,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,광주광역시 서구,광주광역시,서구,,2022-09-26,,RELEASED,국토교통부공고 제2022-1216호,2022-09-21,2022-09-26,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-09-26 지정 해제 공고 기준
조정대상지역,시군구,광주광역시 동구,광주광역시,동구,,2020-06-19,2022-09-25,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
